OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu4445,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4446,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4447,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4448,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4449,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4450,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4451,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4452,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4453,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4454,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4455,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4456,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4457,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4458,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4459,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4460,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4461,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4462,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4463,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4464,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4465,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4466,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4467,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4468,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4469,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4470,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4471,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4472,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4473,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregulaceae_unclassified,
Otu4474,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4475,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4476,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4477,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,
Otu4478,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiales_unclassified,Methanomicrobiales_unclassified,
Otu4479,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4480,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4481,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiales_unclassified,Methanomicrobiales_unclassified,
Otu4482,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiales_unclassified,Methanomicrobiales_unclassified,
Otu4483,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiales_unclassified,Methanomicrobiales_unclassified,
Otu4484,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4485,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4486,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4487,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4488,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiales_unclassified,Methanomicrobiales_unclassified,
Otu4489,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4490,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4491,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4492,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4493,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4494,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiales_unclassified,Methanomicrobiales_unclassified,
Otu4495,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4496,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4497,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4498,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4499,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4500,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4501,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4502,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4503,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4504,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4505,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4506,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4507,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4508,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4509,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4510,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4511,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4512,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4513,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4514,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4515,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4516,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4517,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4518,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4519,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4520,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4521,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4522,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4523,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4524,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4525,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4526,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4527,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu4528,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4529,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4530,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4531,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4532,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4533,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4534,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4535,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4536,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4537,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,
Otu4538,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4539,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4540,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4541,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4542,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4543,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4544,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4545,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4546,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4547,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4548,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4549,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4550,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4551,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4552,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4553,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4554,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4555,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4556,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4557,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4558,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4559,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4560,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4561,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4562,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4563,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4564,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4565,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4566,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4567,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4568,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4569,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4570,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4571,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,SMS-sludge-7,SMS-sludge-7_unclassified,
Otu4572,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiales_unclassified,Methanomicrobiales_unclassified,
Otu4573,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4574,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,
Otu4575,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4576,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4577,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,
Otu4578,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4579,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4580,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4581,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,
Otu4582,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4583,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4584,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4585,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4586,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4587,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4588,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4589,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4590,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4591,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4592,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4593,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4594,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4595,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4596,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4597,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4598,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4599,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4600,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregulaceae_unclassified,
Otu4601,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4602,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregulaceae_unclassified,
Otu4603,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4604,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4605,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4606,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4607,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4608,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4609,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4610,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4611,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4612,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4613,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,
Otu4614,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,
Otu4615,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4616,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4617,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4618,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4619,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4620,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4621,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4622,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4623,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4624,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4625,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4626,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4627,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4628,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4629,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4630,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4631,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4632,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4633,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,SMS-sludge-7,SMS-sludge-7_unclassified,
Otu4634,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4635,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4636,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4637,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4638,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4639,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4640,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4641,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiales_unclassified,Methanomicrobiales_unclassified,
Otu4642,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4643,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4644,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,
Otu4645,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4646,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4647,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4648,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4649,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4650,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu4651,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4652,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4653,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,MHLsu47-B8A,MHLsu47-B8A_unclassified,
Otu4654,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4655,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4656,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu4657,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
